Timestamp,Open,High,Low,Close,Volume,BarCount
2024-02-13,401.84,407.04,400.39,403.3,147461,92027
2024-02-14,405.79,407.55,402.31,407.2,110706,67219
2024-02-15,405.86,406.84,402.03,404.29,121031,75978
2024-02-16,405.59,406.01,401.19,401.8,99660,59773
2024-02-20,401.08,402.23,395.79,400.54,106536,63811
2024-02-21,397.92,400.04,395.0,399.93,87500,52297
2024-02-22,407.89,410.52,406.29,409.35,130238,80786
2024-02-23,413.29,413.54,406.69,408.05,79014,45897
2024-02-26,409.1,409.86,405.08,405.26,72995,46129
2024-02-27,405.63,406.04,401.59,405.2,75336,45476
2024-02-28,405.9,407.01,403.06,405.44,68029,39608
2024-02-29,406.49,411.89,403.65,411.33,112523,65087
2024-03-01,408.91,413.55,408.58,413.18,91949,57021
2024-03-04,411.14,415.02,410.02,412.6,86134,53408
2024-03-05,411.76,411.94,398.4,400.4,147115,87858
2024-03-06,400.68,402.9,396.16,399.84,131875,75037
2024-03-07,404.07,407.49,399.99,406.85,93717,54891
2024-03-08,405.55,408.13,402.07,403.95,90160,55170
2024-03-11,401.51,403.41,399.02,402.26,82353,48640
2024-03-12,405.34,413.25,404.52,412.96,111938,65281
2024-03-13,415.83,415.84,409.15,412.78,81889,47975
2024-03-14,417.82,425.43,415.65,422.84,198365,111241
2024-03-15,416.95,420.24,410.48,414.09,189466,80598
2024-03-18,411.57,418.38,411.47,414.99,89551,53515
2024-03-19,415.62,419.31,413.23,419.06,91233,51293
2024-03-20,419.64,423.58,418.31,422.85,89022,50464
2024-03-21,427.43,428.41,424.77,426.97,97987,55300
2024-03-22,427.3,427.46,423.69,426.34,66872,39490
2024-03-25,423.01,425.02,419.25,420.5,78971,47473
2024-03-26,423.24,423.61,419.0,419.29,74986,39645
2024-03-27,422.07,422.08,416.67,419.08,72209,41565
2024-03-28,419.01,419.51,416.78,418.37,74848,46476
2024-04-01,421.58,425.5,419.86,422.2,81476,46583
2024-04-02,417.82,420.02,415.51,419.09,76691,46270
2024-04-03,417.39,420.9,416.74,418.1,85124,51485
2024-04-04,422.6,426.28,415.24,415.55,84999,47381
2024-04-05,417.41,424.13,415.98,423.14,73769,45602
2024-04-08,422.79,424.89,420.94,422.22,67937,40714
2024-04-09,424.06,425.35,419.26,423.9,59882,36337
2024-04-10,419.83,421.66,417.36,420.9,82259,48915
2024-04-11,423.45,426.97,420.0,425.54,85426,50068
2024-04-12,421.68,422.8,417.42,419.54,86872,53170
2024-04-15,424.22,424.44,411.12,411.33,92514,51569
2024-04-16,412.25,416.06,411.42,412.26,71776,40217
2024-04-17,414.92,416.54,408.04,409.54,75389,44989
2024-04-18,408.49,409.59,401.69,402.01,89004,51466
2024-04-19,401.85,403.21,395.55,396.89,115621,64615
2024-04-22,397.84,400.6,393.54,398.72,88183,50570
2024-04-23,401.97,405.92,400.81,405.29,65257,41029
2024-04-24,407.27,410.17,404.51,406.77,62158,35724
2024-04-25,392.02,397.66,385.86,396.81,209482,120037
2024-04-26,409.8,410.69,403.49,404.05,169124,98563
2024-04-29,402.99,404.05,396.96,400.0,103254,57729
2024-04-30,399.25,399.91,387.0,387.15,129753,70762
2024-05-01,390.42,399.48,388.13,392.73,117963,69622
2024-05-02,395.34,397.7,392.45,395.62,74496,42542
2024-05-03,400.31,404.88,399.61,404.39,82057,47955
2024-05-06,406.42,411.62,404.1,411.23,70151,41811
2024-05-07,412.62,412.62,406.8,407.05,77014,42456
2024-05-08,405.89,409.93,404.44,408.25,51082,27557
2024-05-09,408.06,410.41,406.81,410.02,51828,30217
2024-05-10,410.75,413.06,409.5,412.42,52945,31896
2024-05-13,415.67,416.01,408.52,411.41,63628,34981
2024-05-14,409.59,415.16,409.24,414.23,62958,33922
2024-05-15,416.31,422.2,415.69,421.48,80348,47038
2024-05-16,420.2,423.81,418.76,419.39,71906,42143
2024-05-17,420.95,421.32,416.43,418.62,63562,31790
2024-05-20,418.77,425.15,418.4,423.73,66595,36692
2024-05-21,425.37,431.33,423.24,427.41,104349,52396
2024-05-22,428.46,430.77,425.51,428.89,70067,39272
2024-05-23,431.32,431.96,423.81,425.38,72570,39470
2024-05-24,425.61,429.42,422.8,428.53,52834,29114
2024-05-28,428.19,429.19,424.98,428.69,71425,39061
2024-05-29,424.27,429.31,424.08,427.54,67761,40358
2024-05-30,422.63,422.69,412.67,413.1,150290,85495
2024-05-31,415.17,415.17,403.19,413.56,185013,94927
2024-06-03,413.94,414.85,407.37,411.95,87248,46217
2024-06-04,410.62,414.86,408.12,414.49,61494,31354
2024-06-05,416.28,422.47,414.72,422.4,77947,43004
2024-06-06,422.41,423.7,418.98,422.91,58261,33470
2024-06-07,424.58,424.66,421.4,422.24,55564,30440
2024-06-10,423.05,426.46,422.28,426.25,59036,33303
2024-06-11,423.83,431.18,423.64,431.04,63459,35780
2024-06-12,433.55,441.72,431.61,439.39,108626,64726
2024-06-13,439.35,441.71,437.7,439.9,72591,39799
2024-06-14,436.39,441.46,435.06,440.89,61020,33587
2024-06-17,440.91,449.23,439.05,446.67,95839,49017
2024-06-18,448.01,448.43,443.2,444.65,75032,37665
2024-06-20,444.61,444.84,439.6,444.01,96370,52383
2024-06-21,445.68,448.87,444.82,448.07,134370,46194
2024-06-24,448.42,451.03,444.72,445.97,69430,38348
2024-06-25,446.36,449.71,445.06,449.24,56760,32014
2024-06-26,447.05,451.88,446.49,450.44,58616,31771
2024-06-27,450.31,454.44,450.06,451.13,66860,36737
2024-06-28,451.38,453.65,444.72,445.25,102565,57748
2024-07-01,447.1,455.64,443.97,455.0,87466,49523
2024-07-02,451.46,457.85,451.39,457.54,60449,33622
2024-07-03,456.45,459.27,456.14,459.02,48142,25492
2024-07-05,457.89,466.57,457.24,465.79,68839,36369
2024-07-08,464.92,465.93,462.7,464.47,55952,31822
2024-07-09,465.3,465.56,456.26,457.8,91965,54512
2024-07-10,459.47,464.69,457.11,464.48,77889,43716
2024-07-11,460.91,463.02,449.84,452.98,107483,64546
2024-07-12,452.86,454.63,448.93,451.83,68776,41369
2024-07-15,451.58,455.53,449.72,452.24,59520,33889
2024-07-16,452.59,452.59,444.97,447.81,79903,45290
2024-07-17,440.9,443.16,437.51,441.84,105162,59940
2024-07-18,442.7,442.96,432.75,438.7,108070,61839
2024-07-19,431.46,439.47,430.36,435.45,101768,51159
2024-07-22,439.9,442.91,437.25,441.26,66274,36762
2024-07-23,442.22,446.69,441.42,443.16,54696,30507
2024-07-24,438.78,439.81,425.96,427.27,124443,66648
2024-07-25,427.17,428.17,415.93,416.81,159225,93769
2024-07-26,416.58,427.29,415.69,423.66,106507,56463
2024-07-29,429.94,430.51,423.09,425.11,71293,42722
2024-07-30,426.1,427.42,415.78,421.32,127591,69053
2024-07-31,418.89,420.18,410.65,416.76,216739,122372
2024-08-01,419.19,425.84,411.52,415.53,144012,81423
2024-08-02,410.93,413.43,402.81,406.94,131037,73373
2024-08-05,387.72,399.52,384.12,393.65,185937,103458
2024-08-06,398.49,404.13,396.99,398.09,107596,60524
2024-08-07,407.14,408.52,395.96,396.92,99487,55374
2024-08-08,400.92,404.32,398.42,401.16,86658,47045
2024-08-09,402.5,406.5,400.73,404.48,63050,36679
2024-08-12,405.47,407.21,402.71,405.27,63682,34876
2024-08-13,408.04,413.38,408.02,412.44,73178,43427
2024-08-14,413.31,416.14,410.87,415.28,60250,33424
2024-08-15,418.42,420.27,416.83,420.19,73788,43071
2024-08-16,420.25,420.5,416.47,417.63,73539,32823
2024-08-19,418.12,420.91,415.63,420.69,54246,31006
2024-08-20,420.86,425.01,420.8,423.95,66463,38325
2024-08-21,423.16,425.55,420.88,423.29,56679,31228
2024-08-22,423.51,425.94,413.78,414.72,80373,47594
2024-08-23,416.15,418.42,411.27,415.96,77169,44459
2024-08-26,415.86,416.45,410.52,412.66,51925,31683
2024-08-27,412.04,413.53,409.43,413.01,54387,32253
2024-08-28,414.33,414.33,406.5,409.78,60666,35881
2024-08-29,414.11,421.21,409.78,412.29,82033,46568
2024-08-30,414.08,416.62,411.31,416.31,66928,38434
2024-09-03,417.12,419.04,406.22,408.62,78503,46055
2024-09-04,404.98,410.42,403.56,408.08,73338,43040
2024-09-05,406.81,412.27,405.32,407.57,66514,41537
2024-09-06,408.67,409.83,400.0,400.9,74743,42438
2024-09-09,406.31,407.83,401.35,404.91,73769,37556
2024-09-10,407.21,415.5,406.9,413.37,87214,51133
2024-09-11,414.67,423.14,408.76,422.19,81426,50934
2024-09-12,422.73,426.52,418.91,426.15,80492,48499
2024-09-13,424.94,430.97,424.61,429.73,62448,36849
2024-09-16,429.73,432.66,427.36,430.48,64369,40631
2024-09-17,439.35,440.97,431.41,434.28,97600,56883
2024-09-18,434.12,435.16,429.55,429.95,79081,49140
2024-09-19,440.39,440.62,436.03,437.81,85663,50384
2024-09-20,436.18,438.36,433.35,434.4,126803,45697
2024-09-23,433.41,435.59,429.52,432.64,48937,28623
2024-09-24,432.14,432.48,425.25,428.31,69462,40977
2024-09-25,429.14,432.25,427.71,431.25,54692,33170
2024-09-26,434.13,434.43,428.27,430.45,66519,40382
2024-09-27,430.94,430.99,426.62,427.16,53996,32211
2024-09-30,427.35,429.56,424.52,429.44,55795,35704
2024-10-01,427.59,427.62,417.97,419.85,79560,49065
2024-10-02,421.74,422.04,415.88,416.3,75630,44582
2024-10-03,416.97,418.71,413.46,415.71,68028,37503
2024-10-04,417.05,418.91,414.14,415.23,67719,38240
2024-10-07,415.17,416.28,408.18,408.72,94829,54677
2024-10-08,410.08,414.83,407.35,413.88,92658,46522
2024-10-09,415.17,419.54,413.47,416.63,76971,36879
2024-10-10,414.4,416.52,412.32,415.01,65551,36725
2024-10-11,415.31,416.3,412.42,415.49,63888,35267
2024-10-14,416.85,423.19,416.69,418.3,82707,42712
2024-10-15,421.36,421.64,414.43,417.9,69048,44870
2024-10-16,414.34,415.53,409.66,415.29,65774,36037
2024-10-17,421.54,421.66,414.76,415.89,54347,30910
2024-10-18,416.34,418.81,415.43,417.32,73170,28064
2024-10-21,415.36,418.12,412.92,417.94,58866,33761
2024-10-22,417.63,429.72,417.2,426.66,118253,63855
2024-10-23,430.21,430.22,421.69,423.75,88624,51564
2024-10-24,424.48,425.13,421.56,423.88,51088,29978
2024-10-25,425.91,431.66,425.71,427.29,68434,41107
2024-10-28,430.63,431.08,425.45,425.74,62495,34743
2024-10-29,427.15,432.3,424.95,431.09,66950,39281
2024-10-30,436.5,437.62,431.24,431.67,125649,73831
2024-10-31,414.18,415.33,405.49,405.54,267627,156154
2024-11-01,408.18,414.67,406.69,409.55,112853,64175
2024-11-04,409.18,409.6,404.76,407.64,77202,43282
2024-11-05,407.26,414.07,407.26,410.64,76915,44007
2024-11-06,411.6,419.61,409.7,419.34,123557,71325
2024-11-07,420.44,426.0,419.04,424.58,86553,49341
2024-11-08,424.56,425.65,420.94,421.7,69346,38387
2024-11-11,421.6,423.96,415.17,417.17,90346,51254
2024-11-12,417.41,423.59,416.37,422.18,76198,44002
2024-11-13,420.8,428.47,417.37,424.35,87946,51604
2024-11-14,424.15,427.31,419.16,426.04,110248,67636
2024-11-15,418.73,421.96,412.81,414.17,113362,60050
2024-11-18,414.04,417.57,411.28,414.93,66380,38228
2024-11-19,412.28,417.11,410.73,416.96,68034,38478
2024-11-20,416.04,416.46,409.75,414.66,66689,38818
2024-11-21,419.5,419.78,410.28,412.87,91774,52199
2024-11-22,411.02,417.4,411.02,417.0,80609,44829
2024-11-25,418.25,421.08,414.85,418.79,73068,39966
2024-11-26,419.69,429.05,418.85,427.99,101014,59584
2024-11-27,425.12,427.23,422.02,422.99,69470,41759
2024-11-29,420.1,424.89,417.8,423.46,61054,37814
2024-12-02,421.57,433.0,421.31,430.98,76456,43555
2024-12-03,429.84,432.47,427.74,431.2,68013,38891
2024-12-04,433.08,439.67,432.63,437.42,104375,61926
2024-12-05,438.3,444.66,436.17,442.62,89128,53607
2024-12-06,442.24,446.1,441.77,443.57,70508,42744
2024-12-09,442.71,448.33,440.5,446.02,83576,48887
2024-12-10,444.39,449.62,441.6,443.33,72308,44327
2024-12-11,444.08,450.35,444.05,448.99,66604,38179
2024-12-12,449.81,456.17,449.11,449.56,94782,55500
2024-12-13,447.81,451.43,445.58,447.27,61839,37485
2024-12-16,447.0,452.18,445.28,451.59,84975,49746
2024-12-17,451.02,455.29,449.57,454.46,72658,46234
2024-12-18,451.3,452.65,437.02,437.39,102702,62397
2024-12-19,441.62,443.19,436.32,437.03,79991,48894
2024-12-20,432.66,443.74,428.63,436.6,149342,65986
