Timestamp,open,high,low,close,volume,barcount,RSI,signal,position
2024-12-24 16:30:00,434.65,436.35,434.19,435.68,4912,2281,,0,0
2024-12-24 16:45:00,435.62,436.3,435.55,436.09,2188,1307,,0,0
2024-12-24 17:00:00,436.11,437.37,435.88,437.14,3674,1844,,0,0
2024-12-24 17:15:00,437.18,437.61,436.6,437.27,2163,1237,,0,0
2024-12-24 17:30:00,437.25,438.52,437.14,438.36,2286,1251,,0,0
2024-12-24 17:45:00,438.35,438.67,437.92,438.18,1435,755,,0,0
2024-12-24 18:00:00,438.2,438.33,437.23,437.92,1050,666,,0,0
2024-12-24 18:15:00,437.97,438.35,437.5,437.53,1279,727,,0,0
2024-12-24 18:30:00,437.47,438.1,437.37,438.04,1083,681,,0,0
2024-12-24 18:45:00,438.06,438.23,437.44,437.51,1143,681,,0,0
2024-12-24 19:00:00,437.5,438.44,437.4,438.44,1132,621,,0,0
2024-12-24 19:15:00,438.42,438.65,437.99,438.52,1278,742,,0,0
2024-12-24 19:30:00,438.49,439.02,438.1,438.3,2246,1192,,0,0
2024-12-24 19:45:00,438.3,439.07,438.15,438.73,1312,705,74.55716586151341,-1,0
