Timestamp,open,high,low,close,volume,barcount,RSI,signal,position
2024-12-09 16:30:00,605.65,605.82,605.16,605.28,12876,6004,,0,0
2024-12-09 16:45:00,605.29,605.53,605.26,605.42,6881,4116,,0,0
2024-12-09 17:00:00,605.44,605.54,605.05,605.18,5536,3165,,0,0
2024-12-09 17:15:00,605.19,605.2,604.15,604.35,11239,5738,,0,0
2024-12-09 17:30:00,604.34,604.61,603.81,603.95,11721,5831,,0,0
2024-12-09 17:45:00,603.93,604.06,603.23,603.35,8743,4661,,0,0
2024-12-09 18:00:00,603.35,603.58,602.58,603.08,11940,6364,,0,0
2024-12-09 18:15:00,603.08,603.87,602.99,603.76,7235,3885,,0,0
2024-12-09 18:30:00,603.75,603.95,603.44,603.53,5400,2941,,0,0
2024-12-09 18:45:00,603.54,604.1,603.54,603.98,4776,2245,,0,0
2024-12-09 19:00:00,603.98,604.03,603.4,603.67,2906,1745,,0,0
2024-12-09 19:15:00,603.67,603.71,603.24,603.58,3005,1933,,0,0
2024-12-09 19:30:00,603.55,603.89,603.31,603.79,2556,1642,,0,0
2024-12-09 19:45:00,603.79,604.04,603.29,603.32,2650,1682,30.08130081300783,0,0
2024-12-09 20:00:00,603.31,603.52,603.01,603.45,3088,1865,31.88118811881162,0,0
2024-12-09 20:15:00,603.46,603.77,603.38,603.7,2882,1755,33.33333333333333,0,0
2024-12-09 20:30:00,603.69,604.12,603.59,604.08,3461,2156,39.62264150943429,0,0
2024-12-09 20:45:00,604.07,604.4,603.91,603.98,4394,2515,45.95185995623612,0,0
2024-12-09 21:00:00,603.98,603.98,603.31,603.5,4923,2865,45.161290322580015,0,0
2024-12-09 21:15:00,603.5,603.57,603.21,603.34,4456,2671,49.88123515439441,0,0
2024-12-09 21:30:00,603.34,603.41,602.63,602.9,4732,2511,47.945205479451275,0,0
2024-12-09 21:45:00,602.89,603.06,602.48,602.96,5487,3248,39.36170212766015,0,0
2024-12-09 22:00:00,602.97,603.04,602.36,602.55,7195,3585,37.56345177664969,0,0
2024-12-09 22:15:00,602.55,602.75,602.29,602.43,12258,4799,28.5318559556778,1,1
2024-12-09 22:30:00,602.43,602.76,602.27,602.31,11503,5548,30.116959064327048,0,1
2024-12-09 22:45:00,602.32,602.76,602.05,602.6,48984,18126,36.46408839779024,0,1
2024-12-10 16:30:00,603.35,603.37,602.24,602.87,13491,6560,37.50000000000116,0,1
2024-12-10 16:45:00,602.88,603.24,602.35,603.06,8038,4355,46.17647058823399,0,1
2024-12-10 17:00:00,603.05,603.3,602.85,603.17,5954,2914,45.857988165679465,0,1
2024-12-10 17:15:00,603.16,603.48,603.04,603.09,7159,2979,40.49844236760147,0,1
2024-12-10 17:30:00,603.09,603.59,602.94,603.53,5526,2834,41.590214067277486,0,1
2024-12-10 17:45:00,603.53,603.77,602.93,602.98,4886,2708,36.55913978494634,0,1
2024-12-10 18:00:00,602.97,603.24,602.55,602.82,7271,3833,40.00000000000067,0,1
2024-12-10 18:15:00,602.81,602.88,602.55,602.63,3890,1915,39.65014577259441,0,1
2024-12-10 18:30:00,602.62,602.67,602.29,602.39,4918,3160,42.105263157894925,0,1
2024-12-10 18:45:00,602.39,602.68,602.28,602.54,3690,2262,43.6746987951795,0,1
2024-12-10 19:00:00,602.53,602.75,602.27,602.27,3034,1680,45.59748427672976,0,1
2024-12-10 19:15:00,602.27,602.66,602.15,602.49,5058,2725,50.9146341463424,0,1
2024-12-10 19:30:00,602.47,602.99,602.47,602.76,2940,1543,56.55976676384937,0,1
2024-12-10 19:45:00,602.77,602.91,602.23,602.28,2585,1520,45.58011049723661,0,1
2024-12-10 20:00:00,602.29,602.35,602.05,602.07,4243,2274,38.764044943819975,0,1
2024-12-10 20:15:00,602.07,602.42,602.07,602.32,6140,2617,39.779005524862704,0,1
2024-12-10 20:30:00,602.34,602.59,602.23,602.28,2566,1307,37.464788732394,0,1
2024-12-10 20:45:00,602.28,602.35,602.01,602.02,3314,1756,35.65683646112497,0,1
2024-12-10 21:00:00,602.01,602.08,601.57,601.75,7196,3593,25.000000000000014,1,1
2024-12-10 21:15:00,601.74,602.03,601.56,601.99,7776,3883,34.76923076923063,0,1
2024-12-10 21:30:00,601.99,602.01,601.6,601.84,7171,4458,34.87654320987632,0,1
2024-12-10 21:45:00,601.83,601.9,601.51,601.63,7573,4627,34.66257668711653,0,1
2024-12-10 22:00:00,601.63,601.64,600.92,601.0,11278,6119,30.958904109589113,0,1
2024-12-10 22:15:00,601.01,601.14,600.64,600.71,9933,5159,25.857519788918935,1,1
2024-12-10 22:30:00,600.72,600.9,600.11,600.68,16663,6546,27.605633802816882,1,1
2024-12-10 22:45:00,600.69,600.9,600.28,600.84,32501,13802,26.361031518625808,1,1
2024-12-11 16:30:00,603.75,604.1,603.47,603.99,16311,7600,59.654631083202474,0,1
2024-12-11 16:45:00,603.98,604.63,603.93,604.58,13674,6894,67.74691358024708,0,1
2024-12-11 17:00:00,604.57,605.21,604.29,605.14,11370,5568,72.4743777452406,-1,0
2024-12-11 17:15:00,605.14,605.14,604.42,604.51,6409,3763,65.18723994452077,0,0
2024-12-11 17:30:00,604.53,604.92,604.47,604.84,5337,2655,67.0666666666668,0,0
2024-12-11 17:45:00,604.83,605.02,604.45,604.75,4703,2416,68.62210095497926,0,0
2024-12-11 18:00:00,604.76,604.97,604.48,604.96,4030,2040,72.0770288858318,-1,0
2024-12-11 18:15:00,604.96,605.48,604.81,605.44,5690,2526,72.96937416777592,-1,0
2024-12-11 18:30:00,605.44,605.83,605.32,605.78,5727,2695,75.58441558441467,-1,0
2024-12-11 18:45:00,605.78,605.83,605.46,605.7,4674,2384,76.8824306472921,-1,0
2024-12-11 19:00:00,605.71,606.15,605.68,605.94,4966,2401,84.40111420612821,-1,0
2024-12-11 19:15:00,605.94,606.03,605.63,605.68,5387,2798,84.75524475524315,-1,0
2024-12-11 19:30:00,605.71,606.01,605.57,606.01,3758,1599,85.77181208053642,-1,0
2024-12-11 19:45:00,606.01,606.08,605.84,606.08,3267,1559,85.59782608695596,-1,0
2024-12-11 20:00:00,606.09,606.4,605.94,606.05,4077,2036,74.29245283018668,-1,0
2024-12-11 20:15:00,606.05,606.29,605.95,606.28,2696,1439,71.90721649484323,-1,0
2024-12-11 20:30:00,606.27,606.36,605.99,606.08,4560,2226,63.35227272727271,0,0
2024-12-11 20:45:00,606.08,606.17,605.69,605.77,3672,1854,69.68749999999818,0,0
2024-12-11 21:00:00,605.78,605.94,605.52,605.73,5562,2619,65.29209621993002,0,0
2024-12-11 21:15:00,605.73,605.9,605.66,605.89,3342,1734,69.12751677852242,0,0
2024-12-11 21:30:00,605.88,606.18,605.79,605.94,4612,2358,67.375886524822,0,0
2024-12-11 21:45:00,605.95,606.01,605.67,605.9,4504,2195,59.663865546215966,0,0
2024-12-11 22:00:00,605.91,606.05,605.83,605.98,4025,2004,54.71698113207577,0,0
2024-12-11 22:15:00,605.98,606.05,605.82,606.03,5022,2536,57.89473684210211,0,0
2024-12-11 22:30:00,606.03,606.03,605.73,605.73,7862,3710,45.11627906976732,0,0
2024-12-11 22:45:00,605.74,605.84,605.27,605.46,20419,11221,44.90740740740987,0,0
2024-12-12 16:30:00,604.55,604.61,603.85,604.36,15699,6324,21.843003412971385,1,1
2024-12-12 16:45:00,604.36,604.37,603.69,604.17,6654,3782,18.688524590164462,1,1
2024-12-12 17:00:00,604.16,604.22,603.1,603.44,8887,4545,15.200000000001324,1,1
2024-12-12 17:15:00,603.42,604.63,603.24,604.53,9838,5153,31.01952277657226,0,1
2024-12-12 17:30:00,604.53,604.93,604.29,604.4,6703,3540,31.49779735682735,0,1
2024-12-12 17:45:00,604.39,604.81,604.31,604.77,3864,1970,39.13043478260848,0,1
2024-12-12 18:00:00,604.76,605.12,604.59,604.81,3770,1957,39.99999999999902,0,1
2024-12-12 18:15:00,604.83,605.1,604.66,604.84,2489,1435,38.25503355704757,0,1
2024-12-12 18:30:00,604.85,604.87,604.29,604.42,3618,1752,34.29752066115614,0,1
2024-12-12 18:45:00,604.42,604.42,603.74,603.76,4172,2452,30.402930402930252,0,1
2024-12-12 19:00:00,603.74,604.67,603.74,604.61,4190,2330,39.004815409309586,0,1
2024-12-12 19:15:00,604.62,604.85,604.31,604.47,4590,2367,37.658227848101575,0,1
2024-12-12 19:30:00,604.46,604.52,603.84,604.1,4234,1923,37.24569640062598,0,1
2024-12-12 19:45:00,604.1,604.8,604.07,604.77,2515,1494,44.91899852724551,0,1
2024-12-12 20:00:00,604.75,604.85,604.41,604.76,3008,1682,53.508771929824405,0,1
2024-12-12 20:15:00,604.76,604.91,604.44,604.49,2970,1679,52.7681660899659,0,1
2024-12-12 20:30:00,604.48,604.52,603.89,603.98,3580,1867,54.856115107913396,0,1
2024-12-12 20:45:00,603.95,604.15,603.69,603.73,2657,1337,41.52542372881409,0,1
2024-12-12 21:00:00,603.72,604.09,603.45,603.61,4351,2316,41.613588110403846,0,1
2024-12-12 21:15:00,603.61,603.68,602.8,602.9,7942,4161,31.485148514851687,0,1
2024-12-12 21:30:00,602.91,603.41,602.89,603.25,5837,3103,35.447761194030704,0,1
2024-12-12 21:45:00,603.26,603.41,602.9,603.09,4469,2257,34.061930783242275,0,1
2024-12-12 22:00:00,603.07,603.2,602.72,602.97,5910,2806,36.03082851637814,0,1
2024-12-12 22:15:00,602.84,603.09,602.73,602.85,6073,3050,40.215053763441155,0,1
2024-12-12 22:30:00,602.87,603.27,602.85,603.04,9738,4320,30.325814536339706,0,1
2024-12-12 22:45:00,603.04,603.32,602.31,602.34,32247,14848,26.593406593405817,1,1
2024-12-13 16:30:00,604.37,604.9,603.98,604.8,15284,6849,55.271084337349066,0,1
2024-12-13 16:45:00,604.8,605.09,604.03,604.12,10987,5886,45.11278195488721,0,1
