timestamp,open,high,low,close,volume,barcount
2025-01-15 16:30:00,590.32,591.24,589.19,591.16,36276,17280
2025-01-15 16:45:00,591.16,592.14,591.02,591.93,17866,9176
2025-01-15 17:00:00,591.95,592.67,591.56,592.29,16145,9702
2025-01-15 17:15:00,592.3,592.97,592.09,592.33,14196,8618
2025-01-15 17:30:00,592.34,592.53,591.27,591.71,11926,7031
2025-01-15 17:45:00,591.69,591.98,591.09,591.17,9365,5207
2025-01-15 18:00:00,591.17,592.0,590.98,591.56,6703,3835
2025-01-15 18:15:00,591.54,591.81,590.71,591.02,8395,4435
2025-01-15 18:30:00,591.02,591.02,589.65,589.8,13254,6551
2025-01-15 18:45:00,589.85,590.19,589.5,590.03,7045,3556
2025-01-15 19:00:00,590.03,591.16,589.92,590.95,5980,3286
2025-01-15 19:15:00,590.96,591.38,590.5,591.12,5592,2484
2025-01-15 19:30:00,591.12,591.91,591.1,591.85,5392,2609
2025-01-15 19:45:00,591.85,591.95,590.89,591.0,4746,2340
2025-01-15 20:00:00,591.0,591.86,591.0,591.64,3000,1789
2025-01-15 20:15:00,591.63,592.27,591.61,592.27,4710,2689
2025-01-15 20:30:00,592.25,592.5,591.98,592.38,5069,2681
2025-01-15 20:45:00,592.4,592.66,592.28,592.53,3183,1893
2025-01-15 21:00:00,592.53,592.85,592.46,592.78,6553,3129
2025-01-15 21:15:00,592.77,593.14,592.44,593.1,7974,4117
2025-01-15 21:30:00,593.12,593.72,593.06,593.12,12229,5600
2025-01-15 21:45:00,593.14,593.53,593.02,593.4,6273,3424
2025-01-15 22:00:00,593.4,593.82,593.29,593.71,10808,4943
2025-01-15 22:15:00,593.7,593.94,593.5,593.69,12427,6061
2025-01-15 22:30:00,593.68,593.84,593.08,593.4,15761,7482
2025-01-15 22:45:00,593.4,593.69,592.68,592.76,64653,25876
