timestamp,open,high,low,close,volume,barcount,vwap,upper_band,lower_band,signal,position
2025-01-07 18:55:00,591.05,591.22,590.51,590.7,2794,1439,592.4101480649246,594.1693105450788,590.6509855847703,0,0
2025-01-07 19:00:00,590.72,591.31,590.7,590.97,3505,1644,592.2615629405357,594.0373184094514,590.48580747162,0,0
2025-01-07 19:05:00,590.97,591.1,590.55,590.84,2710,1297,592.0689299692951,593.7739254161185,590.3639345224718,0,0
2025-01-07 19:10:00,590.83,591.41,590.47,591.38,2430,1407,591.9952798249604,593.7247206296947,590.2658390202262,0,0
2025-01-07 19:15:00,591.37,591.73,591.15,591.47,2911,1442,592.0184213157919,593.75351610229,590.2833265292938,0,0
2025-01-07 19:20:00,591.46,591.52,590.72,590.77,2322,1065,592.0635913255926,593.8306694306134,590.2965132205718,0,0
2025-01-07 19:25:00,590.79,590.9,590.21,590.62,2874,1634,592.1023960888999,593.9023408248948,590.302451352905,0,0
2025-01-07 19:30:00,590.65,591.58,590.56,591.3,1603,838,592.1191439143262,593.9504092232269,590.2878786054255,0,0
2025-01-07 19:35:00,591.28,591.32,590.44,590.73,2007,1056,591.9916563100018,593.8337395446247,590.1495730753788,0,0
2025-01-07 19:40:00,590.63,590.82,590.3,590.41,1428,734,591.784761151655,593.5711639535908,589.9983583497191,0,0
2025-01-07 19:45:00,590.39,590.45,589.82,590.0,2227,1236,591.6132433702847,593.4056464094964,589.8208403310731,0,0
2025-01-07 19:50:00,590.11,590.24,589.64,590.23,2552,1314,591.4777281342017,593.3169747063666,589.6384815620368,0,0
2025-01-07 19:55:00,590.22,590.99,590.16,590.9,2803,1672,591.3983696430993,593.2048860801767,589.5918532060218,0,0
2025-01-07 20:00:00,590.91,591.4,590.84,591.22,2478,1426,591.3382699447875,593.0498314561045,589.6267084334705,0,0
2025-01-07 20:05:00,591.21,591.84,591.15,591.81,1770,1128,591.2220741169966,592.7311637693869,589.7129844646064,0,0
2025-01-07 20:10:00,591.78,591.96,591.57,591.83,2877,1494,591.1617077619998,592.5835739272266,589.739841596773,0,0
2025-01-07 20:15:00,591.85,592.07,591.52,591.95,1226,841,591.0971513476254,592.4236037679541,589.7706989272967,0,0
2025-01-07 20:20:00,591.92,592.25,591.84,592.12,1935,1029,591.0559263620663,592.2887742513586,589.823078472774,0,0
2025-01-07 20:25:00,592.12,592.41,592.0,592.28,1945,1089,591.0747896310927,592.2803005635155,589.8692786986699,0,0
2025-01-07 20:30:00,592.28,592.28,591.74,591.86,1660,904,591.085066330851,592.3447300750867,589.8254025866153,0,0
2025-01-07 20:35:00,591.86,591.95,591.23,591.43,1884,1059,591.1209347243449,592.3830856777747,589.8587837709151,0,0
2025-01-07 20:40:00,591.44,591.46,590.73,590.96,1528,881,591.1287840321211,592.3895092944754,589.8680587697668,0,0
2025-01-07 20:45:00,590.98,591.31,590.92,591.09,1513,827,591.1472778532232,592.398150951813,589.8964047546333,0,0
2025-01-07 20:50:00,591.08,591.3,590.9,591.04,944,539,591.1493470332041,592.400337003762,589.8983570626461,0,0
2025-01-07 20:55:00,591.06,591.16,590.82,591.0,859,559,591.12308928494,592.3705583484167,589.8756202214632,0,0
2025-01-07 21:00:00,591.0,591.47,590.88,591.14,2070,1112,591.1325536669897,592.3777209330515,589.8873864009279,0,0
2025-01-07 21:05:00,591.16,591.42,591.01,591.27,1113,688,591.1794974649023,592.3927332427442,589.9662616870604,0,0
2025-01-07 21:10:00,591.27,591.57,591.09,591.13,1515,966,591.1844415698795,592.3976115511734,589.9712715885855,0,0
2025-01-07 21:15:00,591.13,591.16,590.81,590.91,2074,1068,591.1911961209858,592.397138716578,589.9852535253935,0,0
2025-01-07 21:20:00,590.93,591.04,590.55,590.83,2026,899,591.1964311648062,592.3726554243655,590.0202069052469,0,0
2025-01-07 21:25:00,590.85,591.16,590.85,591.11,1759,904,591.256349036891,592.3084913793408,590.2042066944413,0,0
2025-01-07 21:30:00,591.07,591.1,590.55,590.66,1480,891,591.3238307152862,592.2352321809328,590.4124292496397,0,0
2025-01-07 21:35:00,590.65,590.74,590.07,590.1,3757,1920,591.2678426203096,592.2480803286825,590.2876049119367,1,1
2025-01-07 21:40:00,590.09,590.69,589.83,590.65,3577,1814,591.1916992784531,592.2517892558786,590.1316093010277,0,1
2025-01-07 21:45:00,590.64,590.85,590.0,590.03,1941,1009,591.1262474679121,592.2567038266237,589.9957911092005,0,1
2025-01-07 21:50:00,590.04,590.44,590.02,590.13,1771,974,591.0292927249363,592.2069549944588,589.8516304554139,0,1
2025-01-07 21:55:00,590.15,590.23,589.92,590.02,1627,967,590.9593981105883,592.1743102798218,589.7444859413547,0,1
2025-01-07 22:00:00,590.02,590.13,589.31,589.62,3746,1977,590.7810829530708,592.0315099678553,589.5306559382864,0,1
2025-01-07 22:05:00,589.61,589.87,589.08,589.19,3371,1635,590.5935610261511,591.85818259773,589.3289394545722,1,1
2025-01-07 22:10:00,589.14,589.15,588.68,588.88,4919,2380,590.3501392403122,591.7386612784148,588.9616172022095,1,1
2025-01-07 22:15:00,588.9,589.11,588.47,588.54,5196,2220,590.1198374157511,591.6775188161132,588.5621560153891,1,1
2025-01-07 22:20:00,588.54,588.54,587.69,587.82,7826,3800,589.7829995227689,591.6604332259782,587.9055658195597,1,1
2025-01-07 22:25:00,587.83,588.24,587.76,587.83,4509,2132,589.5993732168331,591.7147876550978,587.4839587785684,0,1
2025-01-07 22:30:00,587.82,588.19,587.29,587.34,9062,3842,589.2963167596082,591.6503245154629,586.9423090037535,0,1
2025-01-07 22:35:00,587.35,587.8,586.78,587.79,16330,7062,588.9009406000661,591.4587551597326,586.3431260403995,0,1
2025-01-07 22:40:00,587.77,588.55,587.69,587.7,10788,4422,588.7355513442776,591.334326494364,586.1367761941913,0,1
2025-01-07 22:45:00,587.74,588.27,587.48,588.09,10302,4325,588.6237705651663,591.2165481180236,586.030993012309,0,1
2025-01-07 22:50:00,588.1,588.64,587.84,588.5,10538,5210,588.5568860871115,591.0566493273634,586.0571228468596,0,1
2025-01-07 22:55:00,588.5,588.86,588.41,588.71,23892,11292,588.5372589298923,590.932362585368,586.1421552744167,0,0
