timestamp,open,high,low,close,volume,barcount,vwap,upper_band,lower_band,signal,position
2025-01-17 18:25:00,598.73,599.1,598.68,598.77,5212,2376,597.4544481236204,598.8344860500422,596.0744101971986,0,0
2025-01-17 18:30:00,598.77,598.94,598.1,598.28,3466,1660,597.5560501395239,598.9490189493912,596.1630813296566,0,0
2025-01-17 18:35:00,598.29,598.69,598.28,598.65,1900,1112,597.6595808079254,599.0046319058916,596.3145297099592,0,0
2025-01-17 18:40:00,598.64,598.7,598.44,598.68,1909,854,597.7320424692601,599.075911197185,596.3881737413353,0,0
2025-01-17 18:45:00,598.68,598.78,598.32,598.58,1758,800,597.8264847203106,599.1644267115529,596.4885427290684,0,0
2025-01-17 18:50:00,598.6,598.7,598.23,598.25,2192,1054,597.9011970362176,599.204184830858,596.5982092415771,0,0
2025-01-17 18:55:00,598.26,598.48,598.12,598.3,1395,596,597.936611266457,599.2023586706525,596.6708638622615,0,0
2025-01-17 19:00:00,598.28,598.3,597.82,598.1,2732,1333,598.0199490588896,599.1402382341728,596.8996598836063,0,0
2025-01-17 19:05:00,598.08,598.42,598.02,598.32,1287,659,598.0833734707406,599.0039511561389,597.1627957853424,0,0
2025-01-17 19:10:00,598.33,598.63,598.23,598.59,1100,526,598.1358254504087,598.9424993665712,597.3291515342462,0,0
2025-01-17 19:15:00,598.6,598.76,598.51,598.72,1388,762,598.193129795376,598.9400967619296,597.4461628288224,0,0
2025-01-17 19:20:00,598.72,598.98,598.7,598.89,1606,788,598.271483226725,598.9703123226151,597.5726541308348,0,0
2025-01-17 19:25:00,598.9,599.04,598.85,598.98,1347,710,598.3502015549527,598.9935604309111,597.7068426789943,0,0
2025-01-17 19:30:00,599.0,599.08,598.91,598.91,1334,694,598.404027526994,599.0306802890642,597.7773747649238,0,0
2025-01-17 19:35:00,598.91,599.1,598.63,599.06,1860,882,598.4651627871245,599.0944150120492,597.8359105621998,0,0
2025-01-17 19:40:00,599.06,599.07,598.83,598.92,1850,862,598.5265321165042,599.1307488778875,597.9223153551209,0,0
2025-01-17 19:45:00,598.94,599.06,598.86,599.0,1473,579,598.5714047140029,599.1655605602169,597.977248867789,0,0
2025-01-17 19:50:00,599.01,599.07,598.78,598.91,1115,546,598.6104567385285,599.1827217570834,598.0381917199735,0,0
2025-01-17 19:55:00,598.91,598.96,598.53,598.87,2209,965,598.6420783773206,599.1879540352481,598.096202719393,0,0
2025-01-17 20:00:00,598.89,598.9,598.56,598.84,1152,500,598.6500334334595,599.196464276903,598.103602590016,0,0
2025-01-17 20:05:00,598.83,599.11,598.8,598.98,1355,639,598.6320915146587,599.1889389482769,598.0752440810404,0,0
2025-01-17 20:10:00,598.97,599.3,598.94,599.17,2080,879,598.6840043984424,599.2671616651043,598.1008471317806,0,0
2025-01-17 20:15:00,599.18,599.26,599.09,599.16,2081,996,598.7226813753524,599.3359365191096,598.1094262315952,0,0
2025-01-17 20:20:00,599.17,599.36,599.17,599.2,2035,1022,598.7610932861555,599.4112843511913,598.1109022211198,0,0
2025-01-17 20:25:00,599.19,599.28,599.0,599.03,1740,860,598.7895658696109,599.4487115154707,598.1304202237511,0,0
2025-01-17 20:30:00,599.03,599.11,598.72,598.78,1633,832,598.820076386346,599.4521370652006,598.1880157074914,0,0
2025-01-17 20:35:00,598.79,599.11,598.74,599.05,1930,771,598.8503530789324,599.4360431552499,598.2646630026148,0,0
2025-01-17 20:40:00,599.05,599.06,598.52,598.63,1526,770,598.9110780557199,599.3734497701867,598.4487063412532,0,0
2025-01-17 20:45:00,598.64,598.95,598.58,598.59,1116,592,598.9304452448064,599.2971144632979,598.5637760263148,0,0
2025-01-17 20:50:00,598.6,598.6,598.39,598.56,1845,889,598.9221331293037,599.2809120851819,598.5633541734255,1,1
2025-01-17 20:55:00,598.54,598.59,598.17,598.59,1814,822,598.9071113662226,599.3069382293367,598.5072845031085,0,1
2025-01-17 21:00:00,598.55,598.72,598.5,598.57,2184,1024,598.8893852747015,599.311174834492,598.4675957149109,0,1
2025-01-17 21:05:00,598.6,598.61,598.16,598.39,1807,888,598.86012136657,599.3351860282197,598.3850567049202,0,1
2025-01-17 21:10:00,598.4,598.58,598.24,598.52,2184,895,598.8302515076167,599.3358657192385,598.3246372959949,0,1
2025-01-17 21:15:00,598.52,598.61,598.08,598.08,1851,938,598.7945957690109,599.3586100983879,598.230581439634,1,1
2025-01-17 21:20:00,598.08,598.76,598.08,598.72,1838,911,598.7724696865705,599.3452473650862,598.1996920080549,0,1
2025-01-17 21:25:00,598.69,598.73,598.42,598.45,2091,955,598.7501039734728,599.3247384619275,598.1754694850182,0,1
2025-01-17 21:30:00,598.48,598.55,598.31,598.53,2851,1155,598.7231221084973,599.3061856049842,598.1400586120103,0,1
2025-01-17 21:35:00,598.51,598.71,598.48,598.5,1575,971,598.7124364006396,599.2995513609396,598.1253214403396,0,1
2025-01-17 21:40:00,598.5,598.61,598.32,598.48,1864,931,598.6986830659538,599.2957225456793,598.1016435862283,0,1
2025-01-17 21:45:00,598.5,598.62,598.4,598.41,1059,551,598.682681651574,599.2750407966246,598.0903225065233,0,1
2025-01-17 21:50:00,598.41,598.48,598.14,598.2,1216,682,598.6428898086828,599.2209886286211,598.0647909887444,0,1
2025-01-17 21:55:00,598.19,598.34,598.02,598.24,1973,1084,598.588347079228,599.1405191856295,598.0361749728265,0,1
2025-01-17 22:00:00,598.22,598.22,597.53,597.73,4043,1962,598.4726582765251,599.0347782196061,597.910538333444,1,1
2025-01-17 22:05:00,597.73,598.17,597.55,598.16,3415,1438,598.4011248691867,598.9449260884589,597.8573236499144,0,1
2025-01-17 22:10:00,598.15,598.35,598.02,598.04,3491,1559,598.3605975091785,598.8868936257701,597.834301392587,0,1
2025-01-17 22:15:00,598.04,598.34,597.97,598.31,3450,1468,598.3212213398775,598.7891539586087,597.8532887211463,0,1
2025-01-17 22:20:00,598.3,598.47,598.23,598.43,3569,1657,598.3115811153359,598.749505512667,597.8736567180048,0,1
2025-01-17 22:25:00,598.44,598.44,598.03,598.1,4313,2178,598.2916505963565,598.7058538405319,597.8774473521811,0,1
2025-01-17 22:30:00,598.1,598.54,598.06,598.5,5034,2275,598.2909237017809,598.6972047959576,597.8846426076042,0,1
2025-01-17 22:35:00,598.51,598.59,598.39,598.45,4358,2343,598.3005404989599,598.7085818911958,597.892499106724,0,1
2025-01-17 22:40:00,598.44,598.49,598.13,598.29,4337,2300,598.2892720633059,598.678570427513,597.8999736990988,0,1
2025-01-17 22:45:00,598.3,598.5,598.17,598.24,6484,3148,598.2878815004264,598.6760327641223,597.8997302367304,0,1
2025-01-17 22:50:00,598.23,598.56,597.8,598.25,9364,4714,598.2711821364311,598.6575365172815,597.8848277555807,0,1
2025-01-17 22:55:00,598.26,598.26,597.35,597.55,28843,12649,598.1044151745685,598.5711794500747,597.6376508990624,1,0
