timestamp,open,high,low,close,volume,barcount,returns_5,returns_10,returns_15,volume_ma,volume_ratio,volume_ma_ratio,high_low_ratio,close_to_high,close_to_low,momentum,acceleration,signal,position
2025-01-17 17:35:00,597.21,597.6,597.1,597.54,3125,1727,0.0006363453680755526,0.0010051261433308145,,,,,0.0008367640660039495,0.12000000000011823,0.8799999999998818,0.0010051261433308145,-0.0008233647645401465,0,0
2025-01-17 17:40:00,597.56,597.72,597.27,597.41,3912,2125,0.0003851435078201515,0.0014584101652865833,,,,,0.0007532515357962631,0.6888888888889506,0.31111111111104933,0.0014584101652865833,0.0004532840219557688,0,0
2025-01-17 17:45:00,597.43,597.65,597.21,597.65,3671,1564,0.0016256619963799235,0.0022807694242734655,0.0022471533262899968,,,,0.00073621684932643,0.0,1.0,0.0022807694242734655,0.0008223592589868822,0,0
2025-01-17 17:50:00,597.63,597.93,597.53,597.89,2914,1540,0.0015411159689766585,0.001390145044049218,0.0029860260690139917,,,,0.0006690193848366377,0.09999999999991474,0.9000000000000853,0.001390145044049218,-0.0008906243802242475,0,0
2025-01-17 17:55:00,597.89,598.18,597.74,598.16,4437,2040,0.0015907302288975522,0.0023460017427441304,0.003422129772528981,,,,0.0007355891400293248,0.04545454545451022,0.9545454545454898,0.0023460017427441304,0.0009558566986949124,0,0
2025-01-17 18:00:00,598.14,598.18,597.71,597.95,3273,1463,0.0006861465341234663,0.001322928528367795,0.0016919623412738893,,,,0.0007860188979010177,0.48936170212754637,0.5106382978724536,0.001322928528367795,-0.0010230732143763355,0,0
2025-01-17 18:05:00,597.95,598.33,597.81,598.13,2682,1106,0.0012052024572739573,0.0015908101409960462,0.002665370302075365,4812.75,0.5572697522206639,0.705501012934393,0.0008693762225604726,0.38461538461540146,0.6153846153845985,0.0015908101409960462,0.0002678816126282513,0,0
2025-01-17 18:10:00,598.14,598.29,597.93,598.19,2631,1375,0.0009035388605371786,0.0025306697057050354,0.0031863690486173546,3843.05,0.6846124822731945,0.8293933204095705,0.0006018154766880316,0.2777777777775146,0.7222222222224853,0.0025306697057050354,0.0009398595647089891,0,0
2025-01-17 18:15:00,598.2,598.41,598.07,598.23,2273,1156,0.0005686664771111793,0.002110658827076728,0.001959602050045417,3619.2,0.6280393457117596,0.8452696728558797,0.000568343279340585,0.5294117647058627,0.4705882352941373,0.002110658827076728,-0.00042001087862830744,0,0
2025-01-17 18:20:00,598.24,598.75,598.2,598.74,2045,1094,0.0009696402300387597,0.002561912894961438,0.0033179167504524543,3442.9,0.5939760085974033,0.7496006273780824,0.0009185957176737056,0.018181818181803148,0.9818181818181968,0.002561912894961438,0.0004512540678847099,0,0
2025-01-17 18:25:00,598.73,599.1,598.68,598.77,5212,2376,0.001371352119742264,0.0020584396023697327,0.0026960948489518355,3427.7,1.5205531405899,0.8660617907051376,0.0007014379477930971,0.7857142857142471,0.21428571428575297,0.0020584396023697327,-0.0005034732925917051,0,0
2025-01-17 18:30:00,598.77,598.94,598.1,598.28,3466,1660,0.000250781602661565,0.0014562863025393558,0.0018419906895743576,3368.6,1.0289140889390251,0.9278038354212433,0.0014040248712977733,0.7857142857143534,0.2142857142856466,0.0014562863025393558,-0.0006021532998303769,0,0
2025-01-17 18:35:00,598.29,598.69,598.28,598.65,1900,1112,0.000768986442434505,0.0016732201121056889,0.0033016021988336863,3250.3,0.5845614250992216,0.9165923145555793,0.0006848743005096165,0.09756097560992517,0.9024390243900748,0.0016732201121056889,0.00021693380956633312,0,0
2025-01-17 18:40:00,598.64,598.7,598.44,598.68,1909,854,0.0007522190461861644,0.0013213132850524723,0.002864465551032591,3177.2,0.6008435100088129,0.9147677200050359,0.00043428876862429167,0.07692307692344691,0.9230769230765531,0.0013213132850524723,-0.00035190682705321663,0,0
2025-01-17 18:45:00,598.68,598.78,598.32,598.58,1758,800,-0.0002672278451414378,0.0007021532700282052,0.002294000435357768,2978.9,0.590150726778341,0.9563932995400987,0.0007684854154831813,0.43478260869557694,0.5652173913044231,0.0007021532700282052,-0.0006191600150242671,0,0
2025-01-17 18:50:00,598.6,598.7,598.23,598.25,2192,1054,-0.0008684469829817187,0.0005017141901495492,0.0011882049737257372,2892.7,0.7577695578525254,0.7760915407750545,0.0007856247388216085,0.9574468085106794,0.04255319148932053,0.0005017141901495492,-0.00020043907987865595,0,0
2025-01-17 18:55:00,598.26,598.48,598.12,598.3,1395,596,3.342916360238313e-05,0.0002842191496830182,0.0014897641485747126,2861.0,0.4875917511359664,0.6399161132471164,0.0006017048303526887,0.5000000000001579,0.4999999999998421,0.0002842191496830182,-0.000217495040466531,0,0
2025-01-17 19:00:00,598.28,598.3,597.82,598.1,2732,1333,-0.0009187338177565341,-0.00015045386917200698,0.0007529490504476488,2820.25,0.968708447832639,0.708164169843099,0.0008025413810398001,0.41666666666660745,0.5833333333333925,-0.00015045386917200698,-0.0004346730188550252,0,0
2025-01-17 19:05:00,598.08,598.42,598.02,598.32,1287,659,-0.0006013229104027129,0.00015044380923723288,0.0007191958386996156,2765.5,0.4653769661905623,0.6772012294340987,0.0006685385746757207,0.24999999999978684,0.7500000000002132,0.00015044380923723288,0.00030089767840923987,0,0
2025-01-17 19:10:00,598.33,598.63,598.23,598.59,1100,526,1.6706204684302506e-05,-0.0002505261048201257,0.0007188712050287815,2695.7,0.40805727640316064,0.6459175724301667,0.0006682370236722585,0.09999999999991474,0.9000000000000853,-0.0002505261048201257,-0.0004009699140573586,0,0
2025-01-17 19:15:00,598.6,598.76,598.51,598.72,1388,762,0.0007856247388215998,-8.350451759431277e-05,0.0012877330880507465,2608.85,0.5320351879180482,0.6057841577706653,0.0004175574559059326,0.15999999999985448,0.8400000000001455,-8.350451759431277e-05,0.00016702158722581295,0,0
2025-01-17 19:20:00,598.72,598.98,598.7,598.89,1606,788,0.000986127360855793,0.00101958948987102,0.0012706267868189958,2493.55,0.644061679132161,0.650718854644984,0.0004675316001268559,0.32142857142871645,0.6785714285712836,0.00101958948987102,0.0011030940074653328,0,0
2025-01-17 19:25:00,598.9,599.04,598.85,598.98,1347,710,0.001471325865239903,0.0005512402906540093,0.0013206506293985676,2377.35,0.5665972616568868,0.5660083706648158,0.00031720591672500063,0.31578947368402155,0.6842105263159785,0.0005512402906540093,-0.0004683491992170108,0,0
2025-01-17 19:30:00,599.0,599.08,598.91,598.91,1334,694,0.0009860943976465197,0.0003841785260907393,0.0011366865586812658,2298.35,0.5804163856679793,0.5895533752474602,0.0002838489923361987,1.0,0.0,0.0003841785260907393,-0.00016706176456326993,0,0
2025-01-17 19:35:00,598.91,599.1,598.63,599.06,1860,882,0.0007851785028147873,0.0008018978248520714,0.0005344556902828757,2169.5,0.8573404010140585,0.6946300991011753,0.0007845624812206245,0.08510638297888294,0.914893617021117,0.0008018978248520714,0.00041771929876133207,0,0
2025-01-17 19:40:00,599.06,599.07,598.83,598.92,1850,862,0.0003340459647245275,0.0011199331383200395,0.00025051355278327136,2098.35,0.8816451021040341,0.7622179331379418,0.00040072129833702185,0.6250000000003553,0.37499999999964473,0.0011199331383200395,0.0003180353134679681,0,0
2025-01-17 19:45:00,598.94,599.06,598.86,599.0,1473,579,0.00018367312862133112,0.001169981614574711,0.0012034498896837942,2037.9,0.7228028853231268,0.7717748662839197,0.0003338898163604871,0.29999999999982946,0.7000000000001705,0.001169981614574711,5.004847625467157e-05,0,0
2025-01-17 19:50:00,599.01,599.07,598.78,598.91,1115,546,-0.00011686533774091235,0.0013542885805049032,0.0004343105320303575,1962.1,0.5682686917078641,0.7779420009173845,0.00048421298692637844,0.5517241379311697,0.44827586206883036,0.0013542885805049032,0.00018430696593019213,0,0
2025-01-17 19:55:00,598.91,598.96,598.53,598.87,2209,965,-6.678799819670456e-05,0.0009192405401790005,0.0003173648693794995,1958.9,1.1276736944203378,0.8685486752769411,0.0007180189356622701,0.20930232558143838,0.7906976744185616,0.0009192405401790005,-0.0004350480403259027,0,0
2025-01-17 20:00:00,598.89,598.9,598.56,598.84,1152,500,-0.0003672420124860576,0.00041764813979527915,0.0004343613217949738,1914.25,0.6018022724304558,0.8148360976883897,0.0005677643443992249,0.1764705882351171,0.8235294117648829,0.00041764813979527915,-0.0005015924003837213,0,0
2025-01-17 20:05:00,598.83,599.11,598.8,598.98,1355,639,0.00010018032458436466,0.00043425975414224105,0.0012202256581697046,1721.4,0.7871499941907749,0.8486115952131985,0.0005175464957094713,0.4193548387095828,0.5806451612904172,0.00043425975414224105,1.66116143469619e-05,0,0
2025-01-17 20:10:00,598.97,599.3,598.94,599.17,2080,879,0.0002838063439063454,0.0004675316001268026,0.0014541200066855442,1652.1,1.2590036922704437,0.9576902124568731,0.0006008311497569972,0.3611111111111988,0.6388888888888011,0.0004675316001268026,3.3271845984561566e-05,0,0
2025-01-17 20:15:00,599.18,599.26,599.09,599.16,2081,996,0.00041742498872943123,0.000300510868476378,0.0017722788831298075,1661.15,1.252746591216928,1.0687776540348555,0.0002837305561118217,0.5882352941179224,0.4117647058820776,0.000300510868476378,-0.00016702073165042464,0,0
2025-01-17 20:20:00,599.17,599.36,599.17,599.2,2035,1022,0.0005510377878337192,0.00048421298692646886,0.001470784864286756,1667.45,1.2204263995921916,1.0438693813907463,0.0003170894526035623,0.8421052631574854,0.15789473684251465,0.00048421298692646886,0.00018370211845009088,0,0
2025-01-17 20:25:00,599.19,599.28,599.0,599.03,1740,860,0.00031728007481124365,-5.00784562480483e-05,0.0007350607260394604,1666.55,1.044073085115958,1.1149980498634906,0.0004674223327712681,0.8928571428572298,0.10714285714277014,-5.00784562480483e-05,-0.0005342914431745172,0,0
2025-01-17 20:30:00,599.03,599.11,598.72,598.78,1633,832,-0.00033390096497387667,-0.0002337540906965918,0.00010021378941726944,1638.6,0.9965824484315879,1.1679482485048212,0.0006513243595310237,0.8461538461539807,0.1538461538460193,-0.0002337540906965918,-0.0001836756344485435,0,0
2025-01-17 20:35:00,598.79,599.11,598.74,599.05,1930,771,-0.00020027704991909534,8.347245409012771e-05,0.00026716091435807776,1665.35,1.1589155432791907,1.1311736271654607,0.0006176446039562717,0.16216216216231993,0.8378378378376801,8.347245409012771e-05,0.0003172265447867195,0,0
2025-01-17 20:40:00,599.05,599.06,598.52,598.63,1526,770,-0.000884571733760553,-0.0004675159873770429,-0.0005843266887041176,1605.05,0.9507491978443039,1.1045138780723343,0.0009020597029884296,0.7962962962962573,0.2037037037037427,-0.0004675159873770429,-0.0005509884414671706,0,0
2025-01-17 20:45:00,598.64,598.95,598.58,598.59,1116,592,-0.0010180240320427636,-0.0004675472139195058,-0.0005343039855736365,1596.5,0.6990291262135923,0.995302223614156,0.0006181192468968819,0.9729729729729979,0.027027027027002114,-0.0004675472139195058,-3.122654246290324e-08,0,0
2025-01-17 20:50:00,598.6,598.6,598.39,598.56,1845,889,-0.0007846017728662114,-0.0004675706365642185,-0.0008346409374686559,1633.75,1.1293037490436113,0.9854628921193573,0.0003508420208501009,0.19047619047652561,0.8095238095234744,-0.0004675706365642185,-2.3422644712667307e-08,0,0
2025-01-17 20:55:00,598.54,598.59,598.17,598.59,1814,822,-0.0003173118674637543,-0.000651106881698893,-0.0005509917852132284,1655.05,1.0960393945802243,0.9946527295247878,0.0007016488748560329,0.0,1.0,-0.000651106881698893,-0.00018353624513467448,0,0
2025-01-17 21:00:00,598.55,598.72,598.5,598.57,2184,1024,-0.0008012686754025333,-0.0010013852495951436,-0.0007178631051751871,1683.95,1.2969506220493483,1.0077496362718608,0.00036754264329991025,0.6818181818179939,0.3181818181820061,-0.0010013852495951436,-0.00035027836789625066,0,0
2025-01-17 21:05:00,598.6,598.61,598.16,598.39,1807,888,-0.00040091542355047416,-0.001285132518859755,-0.0008682439765573813,1706.95,1.0586133161486861,1.0270951111631859,0.000752017914737956,0.48888888888890014,0.5111111111110999,-0.001285132518859755,-0.00028374726926461147,0,0
2025-01-17 21:10:00,598.4,598.58,598.24,598.52,2184,895,-0.00011694147914276254,-0.0011348464619493903,-0.0005844340173994933,1749.45,1.2483923518820201,1.1242390465574894,0.0005680679008220809,0.17647058823545148,0.8235294117645485,-0.0011348464619493903,0.00015028605691036478,0,0
2025-01-17 21:15:00,598.52,598.61,598.08,598.08,1851,938,-0.000801924619085681,-0.0015858972004739735,-0.0012691202992451966,1749.0,1.0583190394511148,1.1252144082332762,0.0008861690743712759,1.0,0.0,-0.0015858972004739735,-0.0004510507385245832,0,0
2025-01-17 21:20:00,598.08,598.76,598.08,598.72,1838,911,0.0002171770326935274,-0.00010020374762009787,-0.00043407125446592865,1748.4,1.0512468542667581,1.1283459162663005,0.0011357562800640532,0.058823529411715536,0.9411764705882845,-0.00010020374762009787,0.0014856934528538757,0,0
2025-01-17 21:25:00,598.69,598.73,598.42,598.45,2091,955,-0.00020047780543630545,-0.00100158584425325,-0.001201662299514239,1779.3,1.1751812510537851,1.0982970831225765,0.0005180048458518825,0.9032258064513526,0.09677419354864736,-0.00100158584425325,-0.000901382096633152,0,0
2025-01-17 21:30:00,598.48,598.55,598.31,598.53,2851,1155,0.00023396112902962507,-0.0001670480931460494,-0.0010514720608851835,1866.1,1.5277852205133702,1.1591018702105997,0.0004009824068969126,0.08333333333325438,0.9166666666667456,-0.0001670480931460494,0.0008345377511072005,0,0
2025-01-17 21:35:00,598.51,598.71,598.48,598.5,1575,971,-3.3415758871835344e-05,-0.00015035333032631382,-0.00116822429906549,1834.4,0.858591365023986,1.1127344090710858,0.00038429406850462523,0.9130434782609556,0.08695652173904447,-0.00015035333032631382,1.6694762819735587e-05,0,0
2025-01-17 21:40:00,598.5,598.61,598.32,598.48,1864,931,0.0006688068485820597,-0.00013365410318089133,-0.0009181510108007274,1870.0,0.9967914438502674,1.0929411764705883,0.00048456088758181326,0.44827586206900605,0.551724137930994,-0.00013365410318089133,1.669922714542249e-05,0,0
2025-01-17 21:45:00,598.5,598.62,598.4,598.41,1059,551,-0.000517771245323484,-0.00030070666065262763,-0.000617923110324381,1855.2,0.5708279430789133,1.0176800344976282,0.0003676409150917052,0.9545454545455015,0.04545454545449848,-0.00030070666065262763,-0.0001670525574717363,0,0
2025-01-17 21:50:00,598.41,598.48,598.14,598.2,1216,682,-0.0004177458434289072,-0.0006181399000951826,-0.0014189132793588355,1812.0,0.6710816777041942,0.945364238410596,0.000568371782012758,0.8235294117645485,0.17647058823545148,-0.0006181399000951826,-0.00031743323944255497,0,0
2025-01-17 21:55:00,598.19,598.34,598.02,598.24,1973,1084,-0.0004845204083336885,-0.0002506726382459634,-0.0006514875632694928,1806.6,1.0921067198051588,0.850990811469058,0.0005349023803156761,0.3125000000000222,0.6874999999999778,-0.0002506726382459634,0.0003674672618492192,0,0
2025-01-17 22:00:00,598.22,598.22,597.53,597.73,4043,1962,-0.0012865497076023358,-0.001319922475439328,-0.0014367096008954805,1907.0,2.1200839014158364,1.065023597273204,0.0011543673564988449,0.7101449275361889,0.2898550724638111,-0.001319922475439328,-0.0010692498371933645,0,0
2025-01-17 22:05:00,597.73,598.17,597.55,598.16,3415,1438,-0.0005346878759524554,0.00013376136971632313,-0.0006682705159047897,1990.75,1.7154338817028758,1.1760391812131106,0.001036511970041468,0.01612903225804973,0.9838709677419503,0.00013376136971632313,0.001453683845155651,0,0
2025-01-17 22:10:00,598.15,598.35,598.02,598.04,3491,1559,-0.0006183051753814173,-0.0011357562800642373,-0.0009188259075495475,2083.65,1.675425335349027,1.357041729657092,0.0005518025550131111,0.9393939393940021,0.06060606060599797,-0.0011357562800642373,-0.0012695176497805605,0,0
2025-01-17 22:15:00,598.04,598.34,597.97,598.31,3450,1468,0.00018388498829802202,-0.0002339376723202724,-0.0004343685784454765,2159.65,1.597481073322066,1.5161716018799343,0.000618408517323803,0.08108108108131361,0.9189189189186864,-0.0002339376723202724,0.0009018186077439649,0,0
2025-01-17 22:20:00,598.3,598.47,598.23,598.43,3569,1657,0.0003175982883123485,-0.00016707600287380053,6.684603686557544e-05,2261.8,1.5779467680608363,1.5888230612786274,0.00040104941262972965,0.16666666666698246,0.8333333333330175,-0.00016707600287380053,6.686166944647187e-05,0,0
2025-01-17 22:25:00,598.44,598.44,598.03,598.1,4313,2178,0.0006190085824704372,-0.000668337510442707,-0.0007017309363095414,2421.65,1.781017075134722,1.5062457415398591,0.0006855040963051025,0.8292682926828389,0.17073170731716109,-0.000668337510442707,-0.0005012615075689064,0,0
2025-01-17 22:30:00,598.1,598.54,598.06,598.5,5034,2275,0.0005684097900227059,3.341799224698683e-05,0.000702247191011196,2581.1,1.9503312541164621,1.5386463135872304,0.0008020050125313587,0.08333333333325438,0.9166666666667456,3.341799224698683e-05,0.0007017555026896938,0,0
2025-01-17 22:35:00,598.51,598.59,598.39,598.45,4358,2343,0.0006855728713799358,6.684380274402102e-05,-0.0004509620523783786,2708.3,1.6091274969538085,1.5304065280803456,0.00033419667474316226,0.6999999999997726,0.30000000000022736,6.684380274402102e-05,3.342581049703419e-05,0,0
2025-01-17 22:40:00,598.44,598.49,598.13,598.29,4337,2300,-3.342748742285462e-05,0.00015045135406199783,-0.0002673573397946605,2815.95,1.5401551874145494,1.5348994122764965,0.0006017148874291959,0.5555555555556608,0.44444444444433917,0.00015045135406199783,8.360755131797681e-05,0,0
2025-01-17 22:45:00,598.3,598.5,598.17,598.24,6484,3148,-0.00031749745166509413,0.0,-0.0004845204083336885,3049.8,2.126041051872254,1.608367761820447,0.0005516180797005231,0.7878787878786626,0.2121212121213374,0.0,-0.00015045135406199783,0,0
2025-01-17 22:50:00,598.23,598.56,597.8,598.25,9364,4714,0.0002507941815750314,0.0008699580077962121,-0.00041771094402676123,3408.8,2.7470077446608774,1.735332081670969,0.0012703719180944268,0.40789473684203836,0.5921052631579616,0.0008699580077962121,0.0008699580077962121,0,0
2025-01-17 22:55:00,598.26,598.26,597.35,597.55,28843,12649,-0.0015873015873016927,-0.0010197940350408219,-0.0015539366394867749,4758.4,6.061491257565569,2.243863483523874,0.0015228851142163305,0.7802197802198475,0.2197802197801525,-0.0010197940350408219,-0.001889752042837034,0,0
