timestamp,open,high,low,close,volume,barcount,macd,macd_signal,stoch,atr,signal,position
2024-11-21 21:25:00,413.1,413.2,412.73,412.83,963,567,-0.4159196957731979,-0.20493328936987015,16.345270890724688,0.9959999999999999,0,0
2024-11-21 21:30:00,412.83,413.0,412.52,412.95,721,389,-0.4277470431000552,-0.24949604011590718,17.079889807161646,0.961833333333334,0,0
2024-11-21 21:35:00,412.95,413.34,412.77,413.32,799,463,-0.4026232036199531,-0.2801214728167164,18.82460973369973,0.9070000000000003,0,0
2024-11-21 21:40:00,413.3,413.44,413.0,413.14,582,361,-0.3927099595415484,-0.3026391701616828,22.723941450639785,0.8883333333333335,0,0
2024-11-21 21:45:00,413.14,413.17,412.76,412.93,593,433,-0.3972199824482914,-0.32155533261900454,25.962414207829266,0.8715000000000004,0,0
2024-11-21 21:50:00,412.92,412.94,412.53,412.86,720,531,-0.40181079831603483,-0.3376064257584106,24.925530216400052,0.8535000000000006,0,0
2024-11-21 21:55:00,412.84,412.94,412.57,412.87,656,494,-0.40003083014039476,-0.3500913066348075,24.7562001808062,0.8323333333333343,0,0
2024-11-21 22:00:00,412.85,413.2,412.79,413.06,922,579,-0.3789208171237419,-0.3558572087325944,27.119196661449596,0.8130000000000005,0,0
2024-11-21 22:05:00,413.06,413.48,412.88,413.35,1058,521,-0.3349295440522724,-0.35167167579653,34.898278560249864,0.8063333333333342,1,1
2024-11-21 22:10:00,413.31,413.77,413.25,413.65,641,342,-0.2727149620840237,-0.33588033305402876,57.27699530516387,0.7880000000000005,1,1
2024-11-21 22:15:00,413.62,413.8,413.54,413.78,418,284,-0.21049311054667896,-0.31080288855255883,79.03944741244298,0.7783333333333331,1,1
2024-11-21 22:20:00,413.8,413.99,413.5,413.79,684,517,-0.1585472939798933,-0.2803517696380257,92.18818108431579,0.7513333333333331,1,1
2024-11-21 22:25:00,413.79,413.87,413.6,413.76,798,558,-0.11843536027106438,-0.24796848776463346,89.78966299163257,0.7314999999999988,0,1
2024-11-21 22:30:00,413.76,413.77,413.41,413.46,583,411,-0.1095905647980544,-0.22029290317131767,78.2312925170064,0.7201666666666644,0,1
